0.4732362,8.51E+17
0.55563956,8.04E+17
0.63810307,7.18E+17
0.73321974,6.51E+17
0.8409444,6.24E+17
0.91711897,5.34E+17
1.0186751,4.38E+17
1.1583259,3.30E+17
1.2410603,2.29E+17
1.3681332,1.58E+17
1.4697043,1.28E+17
1.533316,9.92E+16
1.6094906,8.49E+16
1.7236396,7.48E+16
1.8758233,6.40E+16
2.0660565,5.26E+16
2.3070378,4.02E+16
2.5226526,3.16E+16
2.7383125,2.39E+16
2.8398085,2.07E+16
2.9287114,1.68E+16
2.9606676,1.28E+16
2.992654,9.50E+15
3.0119271,7.36E+15
3.0692048,5.71E+15
3.1643515,5.03E+15
3.2722418,4.12E+15
3.3610995,3.48E+15
3.4563365,2.82E+15
3.494612,2.18E+15
3.514186,1.27E+15
3.5337899,7.22E+14
3.5594423,5.36E+14
3.5597432,4.04E+14
3.5790312,3.09E+14
3.5919855,2.36E+14
3.6049695,1.75E+14
3.6369257,1.34E+14
3.656229,1.01E+14
3.675502,7.81E+13
3.7454479,6.05E+13
3.8912823,5.25E+13
3.9168293,4.31E+13
3.9235094,3.11E+13
3.9491167,2.41E+13
3.9687207,1.37E+13
4.044865,1.20E+13
4.285696,1.06E+13
4.5265417,9.22E+12
4.7611437,7.36E+12
4.976834,5.39E+12
5.167248,3.73E+12
5.269135,2.24E+12
5.3074703,1.64E+12
5.3143463,9.86E+11
